Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/01/2019","86 KNOCKMORE, WEXFORD RD, ARKLOW","Wicklow","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2019","62 Monalin, Wicklow Hills, Newtownmountkennedy","Wicklow","","€259,030.00","No","Yes","New Dwelling house /Apartment",""
"04/01/2019","236 CHARLESLAND PARK, GREYSTONES, WICKLOW","Wicklow","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2019","FERN LODGE, MAIN ST, CARNEW","Wicklow","","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2019","42 Waverly Avenue, Waverly, Blacklion","Wicklow","","€374,449.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2019","8 WOODLANDS VALE, ARKLOW, WICKLOW","Wicklow","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2019","34 WOODSTOCK, KILCOOLE, WICKLOW","Wicklow","","€342,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2019","124 KILLARNEY HEIGHTS, BRAY, WICKLOW","Wicklow","","€372,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2019","5 CHARLESLAND COURT, GREYSTONES, WICKLOW","Wicklow","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2019","7 REDFORD RISE, GREYSTONES, WICKLOW","Wicklow","","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2019","THE COTTAGE, BALLYDONNELL NORTH, BLESSINGTON","Wicklow","","€87,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","2 SOUTH QUAY, ARKLOW, WICKLOW","Wicklow","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","201 ARDMORE PARK, BRAY, CO WICKLOW","Wicklow","","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","37 BEECHDALE, KILCOOLE, CO WICKLOW","Wicklow","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","43 GARDEN VILLAGE DR, KILPEDDER, WICKLOW","Wicklow","","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","6 TERNLEE, COOLDROSS LANE, KILCOOLE","Wicklow","","€343,612.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2019","9 CEDAR COURT, DELGANY WOOD, DELGANY","Wicklow","","€378,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","BOGLAND, ARKLOW, WICKLOW","Wicklow","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2019","KEELOGUE COTTAGE, KEELOGUE LOWER, NEWTOWNMOUNTKENNEDY","Wicklow","","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","57 KENMARE HEIGHTS, GREYSTONES, CO WICKLOW","Wicklow","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","60 WOODLANDS GREEN, ARKLOW, CO. WICKLOW","Wicklow","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","83 Kirvin HIll, Rathnew","Wicklow","","€246,696.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","CARAGH, MILLTOWN LANE, RATHNEW","Wicklow","","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","68 CHARLESLAND WOOD, THE GLEN, GREYSTONES","Wicklow","","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
