Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/01/2020","105 DONAGHMORE, THE ANCHORAGE, BETTYSTOWN","Meath","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2020","22 Athlumney Close, Kentstown Road, Navan","Meath","","€259,911.00","No","Yes","New Dwelling house /Apartment",""
"02/01/2020","53 Cnoc Tiarnach, Grange End, Dunshaughlin","Meath","","€339,207.05","No","Yes","New Dwelling house /Apartment",""
"02/01/2020","KILADEN, DRUMCONRATH, NAVAN","Meath","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2020","15 Maydenhayes Crescent, Mornington, Co Meath","Meath","","€300,881.06","No","Yes","New Dwelling house /Apartment",""
"03/01/2020","16 FATHER FLOOD PARK, DUNDERRY, NAVAN","Meath","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2020","12 The Lane, Whitefield Manor, Bettystown","Meath","","€259,911.89","No","Yes","New Dwelling house /Apartment",""
"06/01/2020","12 DEERPARK HEIGHTS, CARLNSTOWN, KELLS","Meath","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","3 Dun Eimear Avenue, Bettystown, Co. Meath","Meath","","€237,885.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2020","31 THE VILLAGE, BETTYSTOWN, MEATH","Meath","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","106 Knightswood, Matthews Lane, Drogheda","Meath","","€252,580.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2020","3 CHURCH RD, KILTALE, DUNSANY","Meath","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","3 Dunville Lawn, Athlumney, Navan","Meath","","€334,802.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2020","62 MILL GATE, MILLERSTOWN, KILCOCK","Meath","","€292,000.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2020","WARRENSTOWN, DRUMREE, CO.MEATH","Meath","","€416,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","31 MAELDUIN, DUNSHAUGHLIN, MEATH","Meath","","€293,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","65 THE GROVE, INSE BAY, LAYTOWN","Meath","","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","15 Cois Glaisin Green, Johnstown, Navan","Meath","","€251,101.32","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","29 FORGEHILL CRESCENT, STAMULLEN, MEATH","Meath","","€258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","5 BRAMBLE WOOD, CONEY HALL RD, MORNINGTON","Meath","","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
