Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"05/01/2022","15 Kestrel Manor, Matthews Lane, Drogheda","Meath","","€307,488.98","No","Yes","New Dwelling house /Apartment",""
"05/01/2022","15 The Crescent, Silverbanks, Stamullen","Meath","","€273,127.00","No","Yes","New Dwelling house /Apartment",""
"05/01/2022","32 Mill Avenue, Millerstown, Kilcock","Meath","","€339,206.00","No","Yes","New Dwelling house /Apartment",""
"05/01/2022","LINDISFARNE, THE MAYNE, CLONEE","Meath","D15T673","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2022","TULLYATTEN, MOYNALTY, KELLS","Meath","A82H683","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2022","11 The Crescent, Silver Banks, Stamullen","Meath","","€281,050.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2022","STRANEY, RATHMOYLON, ENFIELD","Meath","A83YV22","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2022","1 Willows Grove, THe Willows, Dunshaughlin","Meath","","€380,530.97","No","Yes","New Dwelling house /Apartment",""
"07/01/2022","12 The Crescent, Silver Banks, Stamullan","Meath","","€273,128.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2022","23 PK HEATH, GRANGE RATH COLPE CROSS, DROGHEDA","Meath","A92FRR2","€276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2022","8 ARD CLUAIN, CLONEE, MEATH","Meath","D15RR6D","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2022","7 THE CRESCENT, SEVITT HALL, BETTYSTOWN","Meath","A92K5K0","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2022","CLUSIN, CARNS RD, DULEEK","Meath","","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2022","48 Seoid na Tra, Bettystown","Meath","","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2022","77 BETAGHSTOWN WOOD, BETTYSTOWN, MEATH","Meath","A92RVY8","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2022","APT 136 THE COMMONS, DULEEK, THE COMMONS","Meath","A92DH70","€132,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2022","11 BLACKCASTLE DEMENSE, SLANE RD, NAVAN","Meath","C15CXD1","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2022","18 THE RISE, FIVE OAKS VILLAGE, DROGHEDA","Meath","A92K73Y","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2022","2 CONGRESS HALL, DUNBOYNE, MEATH","Meath","A86DD28","€442,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2022","24 The Mews, Silver Bank, Stamullen","Meath","","€321,600.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2022","NEWHGGARD, TRIM, MEATH","Meath","C15EEH3","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2022","120 CANTERBROOK TRIM RD NAVAN, MEATH","Meath","C15NHK8","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2022","16 BREWS HILL, NAVAN, CO MEATH","Meath","C15E7F4","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2022","2 OLD ATHLUMNEY MANOR, OLD RD, ATHLUMNEY","Meath","C15H56T","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2022","58 Fairfield, Dunshaughlin","Meath","","€325,991.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2022","12 CHESTNUT LAWN, JOHNSTOWN WOOD, NAVAN","Meath","C15NWH2","€311,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","12 PARK VIEW, ATHBOY, MEATH","Meath","C15XT72","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","13 The Crescent, Silver Banks, Stamullen","Meath","","€290,748.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2022","17 PARK CLOSE, GRANGERATH, DROGHEDA","Meath","A92ETC9","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","38 VILLAGE GREEN, CARLANSTOWN, KELLS","Meath","A82K6F8","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","4 WINDS, DRUMBARAGH, KELLS","Meath","A82DF22","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","65 HAMILTON PLACE, TRIM, MEATH","Meath","C15XK57","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","79 BRU NA HABHAINN, NAVAN, CO. MEATH","Meath","C15YFE4","€276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","HILLTOWNLITTLE, BELLEWSPOWN, MEATH","Meath","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","PIERCETOWN, DUNBOYNE, MEATH","Meath","A86V067","€881,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2022","STALEEN, DONORE, DROGHEDA","Meath","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2022","10 Effernock Grove, Trim","Meath","","€325,992.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2022","27 THE AVENUE, ROYAL OAKS, ENFIELD","Meath","","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2022","79 ATHLUMNEY CASTLE, NAVAN, MEATH","Meath","C15CX9V","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2022","APARTMENT 5, ROCK HOUSE, SLANE","Meath","C15DC65","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2022","18 KILBREENA ESTATE DUNBOYNE, CO. MEATH","Meath","A86RR23","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2022","18A, JOHNSWOOD COURT, ASHBOURNE","Meath","A84AY27","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2022","20 THE WALK, RUXTON OAKS, BLACKCASTLE","Meath","","€339,207.04","No","Yes","New Dwelling house /Apartment",""
"18/01/2022","53 WOODVIEW NAVAN, CO. MEATH","Meath","C15D4C6","€185,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2022","NO 2 THE GARDENS, STATION ROAD, DULEEK","Meath","A92A52T","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2022","12 Efferknock Grove, Trim","Meath","","€383,259.90","No","Yes","New Dwelling house /Apartment",""
"19/01/2022","20 OAKLEIGH, DUBLIN RD, NAVAN","Meath","C15AHD2","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2022","24 Glen Boann, Donacarney, Mornington","Meath","","€320,050.00","No","Yes","New Dwelling house /Apartment",""
"19/01/2022","5 Mill Avenue, Millerstown, Kilcock","Meath","","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"19/01/2022","6 KILLEGLAND HALL, ASHBOURNE, MEATH","Meath","A84HH51","€222,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2022","9 The Crescent, Silver Banks, Stamullen","Meath","","€351,541.85","No","Yes","New Dwelling house /Apartment",""
"19/01/2022","INIS AOIBHINN, NEWTOWN, ENFIELD","Meath","A83TC65","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","12 THE CHESTNUT APTS, ATHLUMNEY WOOD, NAVAN","Meath","C15N889","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","15 EDENWOOD, KILMAINHAM WOOD, KELLS","Meath","A82PT04","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","151 CLUAIN RI, ASHBOURNE, MEATH","Meath","A84NY50","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","18 POOLBOY QUAY, FLOWERHILL, NAVAN","Meath","C15K220","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","4 THE DALE, INSE BAY, LAYTOWN","Meath","A92F7P4","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","50 MOATHILL MANOR, ATHBOY RD, NAVAN","Meath","C15RD88","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2022","59 Fairfield, Dunshaughlin, County Meath","Meath","","€307,488.99","No","Yes","New Dwelling house /Apartment",""
"20/01/2022","LARAGH BRAE, LAGORE RD, DUNSHAUGHLIN","Meath","","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","1 SOUTH SHORE GATE, LAYTOWN, MEATH","Meath","A92NX53","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","14 CLUAIN NA BOINNE, NAVAN, MEATH","Meath","C15NH7R","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","15  MAYDENHAYES  LODGE, MORNINGTON, COUNTY MEATH","Meath","A92XDF3","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","26 BALREASK VILLAGE, NAVAN, MEATH","Meath","C15N8N3","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","6 CURRAGH WOOD, CARLANSTOWN, KELLS","Meath","A82F7D8","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2022","85 Fairfield, Dunshaughlin","Meath","","€323,788.55","No","Yes","New Dwelling house /Apartment",""
"21/01/2022","TRIMBLESTOWN, TRIM, MEATH","Meath","C15XA07","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","18 SUPPLE PARK, DUNSHAUGHLIN, MEATH","Meath","A85H282","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","183 WOODLANDS, NAVAN, MEATH","Meath","C15V8CV","€288,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","29 LOUGHCREW HILLS, OLDCASTLE, COUNTY MEATH","Meath","A82Y8K6","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","30 BRACKINRAINEY MANOR, LONGWOOD, MEATH","Meath","A83D868","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","48 THE WAY, DUNBOYNE CASTLE, DUNBOYNE","Meath","A86V520","€178,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","63 MEADOWBANK HILL, FAIRYHOUSE RD, RATOATH","Meath","A85K164","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","71 The Chase, Bracken Hill, Kilmessan","Meath","","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"24/01/2022","74 The Chase, Bracken Hill, Kilmessan","Meath","","€281,938.33","No","Yes","New Dwelling house /Apartment",""
"24/01/2022","9 BRINDLEY PARK COURT, ASHBOURNE, MEATH","Meath","A84K065","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2022","CURTISTOWN, KILMESSAN, MEATH","Meath","C15A6R6","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2022","104 THE GLEBE, MAUDLIN ST, KELLS","Meath","A82R5W0","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2022","11 Effernock Grove, Trim, County Meath","Meath","","€308,943.00","No","Yes","New Dwelling house /Apartment",""
"25/01/2022","22 The Wood, Oldbridge Manor, Drogheda","Meath","","€295,154.00","No","Yes","New Dwelling house /Apartment",""
"25/01/2022","24 TARA COURT SQ, NAVAN, MEATH","Meath","C15A2Y8","€278,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2022","6 LACKANASH, TRIM, MEATH","Meath","C15PK20","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2022","6 PARK WOOD, GRANGE RATH, DROGHEDA","Meath","A92R710","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2022","WARDSTOWN, ATHBOY, CO.  MEATH","Meath","C15WC62","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2022","27 ELDER GROVE, TRIM, MEATH","Meath","C15NY24","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2022","3 The Close, Ruxton Oaks, Blackcastle","Meath","","€233,480.17","No","Yes","New Dwelling house /Apartment",""
"26/01/2022","30 mill avenue, millerstown, maynooth road","Meath","","€339,207.05","No","Yes","New Dwelling house /Apartment",""
"26/01/2022","31 BEAUFORT ABBEY, NAVAN, MEATH","Meath","C15HF90","€110,490.74","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/01/2022","31 BEAUFORT ABBEY, NAVAN, MEATH","Meath","C15HF90","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
