Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"04/01/2021","25 BLESSINGTON ORCHARD, BLESSINGTON, WICKLOW","Wicklow","","€276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2021","38 Sika Woods, Kilgarron, Enniskerry","Wicklow","","€716,121.00","No","Yes","New Dwelling house /Apartment",""
"05/01/2021","11 Carraig Beag, Ballynerrin","Wicklow","","€361,233.48","No","Yes","New Dwelling house /Apartment",""
"05/01/2021","36 TheOaks, Ballinahinch Wood, Ashford","Wicklow","","€312,774.81","No","Yes","New Dwelling house /Apartment",""
"05/01/2021","5 GLENCARRIG, GLENEALY, WICKLOW","Wicklow","","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2021","86 LOWER MAIN STREET, ARKLOW, CO WICKLOW","Wicklow","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2021","33 Sika Woods, Kilgarron, Enniskerry","Wicklow","","€469,860.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2021","8 PARKMORE, BALTINGLASS, CO WICKLOW","Wicklow","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","15 DERBY BAWN, AUGHRIM, WICKLOW","Wicklow","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","24 MAHONS LANE, ARKLOW, CO WICKLOW","Wicklow","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","3 THE WOODS, RATHDRUM, WICKLOW","Wicklow","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","41 DELGANY GLEN, GREYSTONES, WICKLOW","Wicklow","","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","53 THE CAMPION, MARINA VILLAGE, GREYSTONES","Wicklow","","€440,484.58","No","Yes","New Dwelling house /Apartment",""
"07/01/2021","BALLYRAHAN, TINAHELY, COOUNTY WICKLOW","Wicklow","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2021","FRIARS HILL, WICKLOW TOWN, WICKLOW","Wicklow","","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","30 WAVERLEY MEADOW, RATHNEW, CO. WICKLOW","Wicklow","","€280,908.00","No","Yes","New Dwelling house /Apartment",""
"08/01/2021","46 MARLTON HALL, MARLTON ROAD, WICKLOW","Wicklow","","€427,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","50 ROSSMORE PARK, NEWTOWNMOUNTKENNEDY, WICKLOW","Wicklow","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","9 RACEFIELD, NEWCASTLE, WICKLOW","Wicklow","","€685,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","APARTMENT 56 THE CAMPION, MARINA VILLAGE, GREYSTONES","Wicklow","A63KR74","€440,484.00","No","Yes","New Dwelling house /Apartment",""
"08/01/2021","ROSC, ENNISKERRY VILLAGE, CO WICKLOW","Wicklow","","€820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2021","1 BLAINROE COTTAGES, BLAINROE, CO WICKLOW","Wicklow","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","11 TUSKAR COURTYARD, ARKLOW MARINA VILLAGE, NORTH QUAY","Wicklow","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","18 VALLEY HEIGHTS, CARNEW CO WICKLOW","Wicklow","","€67,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","8 PINEGROVE, BALTINGLASS CO WICKLOW","Wicklow","","€122,400.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","11 ROSSLYN GROVE, KILLARNEY RD, BRAY","Wicklow","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","ASHTOWN, ROUNDWOOD, BRAY","Wicklow","","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2021","TIMMORE, NEWCASTLE, CO WICKLOW","Wicklow","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","112 FAIRY HILL, KILLARNEY RD, BRAY","Wicklow","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
