Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"03/01/2017","61 Cois  Na Mara, Golf Links Road, Bettystown","Meath","","€208,810.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"03/01/2017","AVONDALE, HEADFORT RD, KELLS","Meath","","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2017","14 BROOKVILLE APTS, HUNTERS LANE, ASHBOURNE","Meath","","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2017","SHEEAUN, HARRISTOWN, KILCLOON","Meath","","€725,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2017","15 Clos na Croise, Ballivor","Meath","","€740,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2017","16 Maydenhayes Square, Mornington, Co. Meath","Meath","","€257,268.72","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2017","191 Churchfields, Ashbourne, County Meath","Meath","","€242,291.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"05/01/2017","20 TARA COURT SQ, NAVAN, MEATH","Meath","","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2017","30 THE BELFRY, ATHBOY RD, TRIM","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2017","47 Seachnall Abbey, Dunshaughlin","Meath","","€498,792.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"05/01/2017","5 THE CEDARS, AVOURWEN, DROGHEDA","Meath","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2017","1 Stonebridge, Athlumney, Navan","Meath","","€433,921.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2017","10 OAKLEIGH, BALREASK OLD, DUBLIN RD","Meath","","€382,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2017","12 LOUGHCREW HILLS, OLDCASTLE, MEATH","Meath","","€139,000.00","No","No","Second-Hand Dwelling house /Apartment",""
